CustomerID,Name,Gender,Age,AnnualIncome,SpendingScore,Membership,VisitsPerMonth,PreferredCategories,AvgTimeSpent,TransportationMode,DistanceFromMall,LastVisitDate,AvgSpendingPerVisit,City,PaymentMethod,FeedbackScore
669,Eko Setiawan,Male,56.0,252000000.0,16.0,Bronze,5.0,"Sports, Jewelry, Books",50.0,Car,10.9,2025-02-19,143265,Bandung,Credit Card,4.0
670,Pandu Setiawan,Male,66.0,156000000.0,50.0,Gold,4.0,"Books, Food",130.0,Motorcycle,4.2,2024-12-10,1447091,Jakarta,Credit Card,4.0
671,Kurniawan Kusuma,Male,17.0,129000000.0,53.0,Bronze,5.0,"Fashion, Beauty",103.0,Motorcycle,7.6,2024-11-26,997261,Bandung,Credit Card,4.0
672,Erni Ramadhan,Female,49.0,588000000.0,39.0,Gold,10.0,Beauty,32.0,Car,10.6,2025-02-03,10000,Bandung,Cash,5.0
673,Citra Hartono,Female,42.0,155000000.0,59.0,Gold,7.0,Food,77.0,Public Transport,23.0,2025-02-21,439369,Jakarta,E-wallet,5.0
674,Citra Hartono,Female,35.0,190000000.0,39.0,Bronze,0.0,"Food, Home",47.0,Car,20.6,2025-02-21,475506,Makassar,BNPL,2.0
675,Nita Gunawan,Female,63.0,166000000.0,48.0,Gold,3.0,Fashion,84.0,Car,22.8,2024-06-23,543524,Jakarta,Debit Card,4.0
676,Nugroho Santoso,Male,33.0,135000000.0,58.0,Bronze,15.0,"Entertainment, Food, Jewelry",101.0,Car,26.9,2024-12-16,969191,Yogyakarta,E-wallet,4.0
677,Sari Susanto,Female,19.0,164000000.0,66.0,Bronze,0.0,Groceries,44.0,Public Transport,10.6,2025-01-27,1182284,Jakarta,Debit Card,
678,Tuti Putra,Female,,174000000.0,63.0,Bronze,6.0,Electronics,63.0,Car,25.6,2025-02-14,283192,Surabaya,Credit Card,5.0
679,Sari Setiawan,Female,21.0,116000000.0,15.0,Bronze,1.0,"Groceries, Jewelry",106.0,Car,23.0,2025-03-02,105371,Malang,Debit Card,5.0
680,Dewi Pratama,Female,19.0,113000000.0,55.0,Silver,6.0,"Jewelry, Beauty, Fashion, Sports, Home",79.0,Car,23.3,2024-12-27,1199038,Palembang,E-wallet,4.0
681,Lestari Pratama,Female,66.0,153000000.0,53.0,Silver,3.0,"Electronics, Beauty",108.0,Taxi/Ride-sharing,12.6,2024-08-27,248776,Yogyakarta,E-wallet,5.0
682,Agus Nugraha,Male,68.0,92000000.0,62.0,Bronze,8.0,"Electronics, Books, Fashion, Groceries, Entertainment, Food",140.0,Motorcycle,1.3,2025-02-25,1406415,Jakarta,Cash,5.0
683,Zaenal Nugraha,Male,66.0,173000000.0,53.0,Bronze,9.0,"Jewelry, Electronics, Books",96.0,Car,14.3,2024-12-09,1097743,Jakarta,Debit Card,5.0
684,Lestari Gunawan,Female,64.0,77000000.0,55.0,Bronze,4.0,Electronics,72.0,Public Transport,24.8,2025-02-22,3273514,Medan,Credit Card,4.0
685,Yusuf Purnama,Male,54.0,907000000.0,52.0,Silver,0.0,"Food, Jewelry, Sports, Entertainment, Books, Fashion, Groceries",90.0,Car,75.8,2024-11-29,1061553,Surabaya,E-wallet,5.0
686,Gita Santoso,Female,53.0,129000000.0,,Bronze,4.0,,109.0,Motorcycle,27.6,2025-02-04,1078404,Malang,Debit Card,4.0
687,Putri Saputra,Female,57.0,955000000.0,51.0,Gold,6.0,"Food, Books, Groceries, Electronics, Fashion, Jewelry, Sports, Entertainment, Beauty, Home",107.0,Motorcycle,15.3,2024-12-19,300766,Jakarta,Credit Card,2.0
688,Eko Kusuma,Male,59.0,97000000.0,86.0,Bronze,8.0,Sports,115.0,Motorcycle,14.5,2024-09-28,958398,Surabaya,Debit Card,4.0
689,Wahyu Kusuma,Male,43.0,157000000.0,52.0,Bronze,7.0,Home,125.0,Car,9.7,2025-01-04,970349,Bandung,Debit Card,5.0
690,Dewi Hidayat,Female,25.0,183000000.0,52.0,Gold,3.0,Beauty,92.0,Public Transport,21.1,2024-10-02,203402,Yogyakarta,Credit Card,4.0
691,Tuti Saputra,Female,23.0,47000000.0,66.0,Bronze,10.0,"Home, Sports",84.0,Motorcycle,52.3,2025-02-15,61850,Jakarta,E-wallet,4.0
692,Nita Putra,Female,61.0,78000000.0,43.0,Bronze,2.0,"Electronics, Sports, Food",59.0,nan,5.6,2024-07-17,646500,Padang,Cash,4.0
693,Zaenal Sari,Male,22.0,173000000.0,75.0,Bronze,2.0,"Sports, Groceries, Books, Food, Fashion, Entertainment",73.0,Public Transport,1.4,2024-10-31,2674874,Bandung,Cash,3.0
694,Sari Wijaya,Female,41.0,114000000.0,45.0,Bronze,3.0,"Food, Jewelry, Home, Beauty",42.0,nan,22.5,2025-02-25,62098,Denpasar,Cash,4.0
695,Wulan Hidayat,Female,52.0,32000000.0,62.0,Platinum,4.0,"Electronics, Home, Books, Sports",135.0,Motorcycle,29.3,2025-01-30,697296,Bandung,Cash,4.0
696,Ani Wibowo,Female,20.0,452000000.0,44.0,Bronze,8.0,"Home, Electronics",108.0,Car,2.4,2024-09-27,393708,Yogyakarta,Debit Card,4.0
697,Kurniawan Nugraha,Male,44.0,59000000.0,37.0,Bronze,10.0,,113.0,Public Transport,8.9,2025-02-27,683267,Jakarta,Debit Card,4.0
698,Kartika Kusuma,Female,44.0,51000000.0,87.0,Bronze,7.0,"Food, Beauty, Groceries, Entertainment, Sports, Books",137.0,Public Transport,91.2,2025-01-26,644596,Yogyakarta,Credit Card,3.0
699,Ani Wibowo,Female,44.0,190000000.0,86.0,Bronze,6.0,Food,95.0,Taxi/Ride-sharing,21.8,2024-12-16,354431,Bandung,Credit Card,4.0
700,Firman Utama,Male,54.0,191000000.0,69.0,Silver,7.0,Food,93.0,Car,0.78,2025-03-01,107919,Surabaya,Cash,4.0
701,Mawar Hartono,Female,48.0,85000000.0,86.0,Gold,9.0,"Groceries, Sports",121.0,Motorcycle,8.9,2024-12-10,465220,Jakarta,Debit Card,3.0
702,Erni Wijaya,Female,18.0,121000000.0,47.0,Gold,4.0,"Home, Sports, Fashion",73.0,Taxi/Ride-sharing,24.7,2025-02-05,703831,Makassar,Debit Card,5.0
703,Dedi Purnama,Male,45.0,132000000.0,43.0,Bronze,7.0,"Fashion, Entertainment",119.0,Taxi/Ride-sharing,26.6,2025-02-14,964598,Jakarta,Credit Card,4.0
704,Gita Hermawan,Female,61.0,34000000.0,39.0,Bronze,2.0,Home,64.0,Car,21.1,2025-01-11,1092911,Jakarta,Credit Card,4.0
705,Pandu Suryanto,Male,45.0,12000000.0,58.0,Bronze,,Jewelry,75.0,Public Transport,10.5,2025-01-15,370453,Jakarta,Cash,5.0
706,Muhammad Wibowo,Male,23.0,150000000.0,,Silver,4.0,"Sports, Electronics, Fashion",78.0,Motorcycle,17.0,2024-10-30,492052,Jakarta,Cash,5.0
707,Lestari Nugraha,Female,27.0,162000000.0,59.0,Bronze,2.0,Groceries,87.0,Car,28.0,2024-12-26,212486,Semarang,Cash,5.0
708,Kartika Utama,Female,39.0,87000000.0,54.0,Bronze,4.0,"Fashion, Electronics",34.0,Taxi/Ride-sharing,25.9,2025-01-30,904523,Jakarta,Debit Card,4.0
709,Wulan Hartono,Female,57.0,131000000.0,18.0,Gold,10.0,"Sports, Books, Food, Home, Entertainment, Beauty",59.0,Motorcycle,1.4,2024-12-30,508401,Jakarta,Credit Card,5.0
710,Bintang Santoso,Female,40.0,55000000.0,25.0,Bronze,7.0,"Books, Groceries, Beauty, Electronics, Fashion",91.0,Public Transport,11.5,2024-12-10,738866,Jakarta,Cash,3.0
711,Hadi Sari,Male,27.0,196000000.0,43.0,Bronze,1.0,"Electronics, Home, Fashion, Food, Beauty",63.0,Taxi/Ride-sharing,20.2,2024-09-18,10000,Surabaya,Debit Card,5.0
712,Bintang Hartono,Female,64.0,159000000.0,59.0,Bronze,1.0,Groceries,96.0,Car,98.5,2024-12-20,701475,Bandung,Debit Card,4.0
713,Kurniawan Suryanto,Male,19.0,198000000.0,43.0,Bronze,9.0,"Food, Home, Jewelry, Groceries, Sports, Books, Entertainment, Beauty",114.0,Taxi/Ride-sharing,22.7,2025-01-15,10000,Jakarta,Credit Card,5.0
714,Nita Ramadhan,Female,50.0,48000000.0,40.0,Bronze,8.0,"Sports, Electronics, Groceries, Entertainment, Fashion, Home, Books",130.0,Public Transport,21.2,2025-02-03,554252,Surabaya,Cash,5.0
715,Wulan Suryanto,Female,64.0,,83.0,Bronze,6.0,,96.0,Public Transport,20.8,2024-10-21,748903,Surabaya,E-wallet,1.0
716,Nita Hidayat,Female,64.0,101000000.0,65.0,Bronze,1.0,Beauty,108.0,Motorcycle,18.3,2024-11-29,10000,Palembang,Debit Card,4.0
717,Iwan Purnama,Male,41.0,101000000.0,40.0,Bronze,6.0,"Groceries, Beauty, Home, Food, Books, Sports",91.0,Car,17.3,2025-02-27,713586,Jakarta,Credit Card,5.0
718,Dewi Kusuma,Female,20.0,167000000.0,46.0,Silver,7.0,Sports,96.0,Public Transport,24.2,2024-12-21,22353,Balikpapan,Credit Card,4.0
719,Nita Gunawan,Female,31.0,110000000.0,51.0,Bronze,3.0,"Food, Home",86.0,Motorcycle,28.6,2025-01-16,300531,Jakarta,Cash,3.0
720,Juwita Utama,Female,41.0,380000000.0,35.0,Silver,4.0,,155.0,Motorcycle,2.6,2025-02-25,582306,Makassar,E-wallet,4.0
721,Putri Purnama,Female,49.0,167000000.0,56.0,Bronze,2.0,Groceries,66.0,Motorcycle,27.2,2025-01-13,92251,Surabaya,Debit Card,3.0
722,Lutfi Susanto,Male,53.0,65000000.0,62.0,Bronze,,"Food, Fashion, Jewelry, Sports",92.0,Motorcycle,19.2,2025-02-19,498159,Jakarta,Cash,3.0
723,Hesti Hermawan,Female,20.0,167000000.0,54.0,Gold,10.0,Sports,86.0,Public Transport,25.3,2024-12-20,728543,Medan,Credit Card,4.0
724,Zaenal Susanto,Male,24.0,138000000.0,61.0,Bronze,8.0,"Fashion, Books, Jewelry, Food, Entertainment, Beauty, Sports",88.0,Public Transport,11.4,2025-02-12,369188,Yogyakarta,BNPL,4.0
725,Budi Hakim,Male,69.0,39000000.0,42.0,Bronze,0.0,"Jewelry, Entertainment, Sports, Fashion, Beauty, Books",96.0,Public Transport,25.3,2025-02-22,311389,Surabaya,Debit Card,2.0
726,Lutfi Hakim,Male,40.0,187000000.0,16.0,Gold,7.0,"Jewelry, Food, Beauty, Books, Fashion",114.0,Public Transport,19.3,2025-02-26,363579,Surabaya,Credit Card,4.0
727,Firman Hidayat,Male,48.0,108000000.0,36.0,Bronze,8.0,Home,79.0,Public Transport,27.9,2025-01-22,500244,Jakarta,Debit Card,4.0
728,Lutfi Setiawan,Male,56.0,25000000.0,90.0,Bronze,5.0,"Entertainment, Electronics, Sports, Books, Beauty, Home",100.0,Car,22.0,2025-02-18,518134,Padang,Credit Card,4.0
729,Eko Wijaya,Male,63.0,531000000.0,37.0,Bronze,4.0,Jewelry,78.0,Public Transport,25.6,2024-11-08,608197,Denpasar,Debit Card,2.0
730,Putri Pratama,Female,58.0,182000000.0,45.0,Silver,22.0,"Food, Home, Fashion, Electronics, Groceries, Entertainment",81.0,Motorcycle,14.1,2025-03-03,194890,Jakarta,Debit Card,4.0
731,Hadi Santoso,Male,65.0,192000000.0,48.0,Gold,7.0,"Food, Beauty, Entertainment",127.0,Motorcycle,5.0,2024-11-12,414637,Yogyakarta,E-wallet,3.0
732,Oki Putra,Male,52.0,98000000.0,59.0,Bronze,9.0,"Jewelry, Food, Groceries, Entertainment, Books, Beauty",100.0,Motorcycle,27.5,2025-01-18,756142,Jakarta,Debit Card,
733,Joko Purnama,Male,49.0,156000000.0,51.0,Bronze,1.0,"Books, Food, Groceries, Sports, Electronics, Entertainment",122.0,Motorcycle,14.3,2024-10-01,313604,Makassar,Credit Card,5.0
734,Sari Kusuma,Female,53.0,128000000.0,21.0,Bronze,4.0,Groceries,127.0,Car,11.5,2025-02-18,608524,Bandung,E-wallet,3.0
735,Citra Hermawan,Female,26.0,261000000.0,49.0,Bronze,6.0,Groceries,51.0,Car,8.2,2025-02-25,3803094,Surabaya,E-wallet,4.0
736,Agus Pratama,Male,18.0,146000000.0,47.0,Bronze,6.0,"Electronics, Home, Food, Groceries, Jewelry, Books, Fashion, Beauty",85.0,Car,16.0,2025-01-04,604874,Jakarta,Debit Card,5.0
737,Ani Suryanto,Female,44.0,73000000.0,80.0,Bronze,8.0,"Books, Groceries, Entertainment",195.0,Motorcycle,7.4,2024-12-20,523024,Pontianak,Cash,3.0
738,Dedi Setiawan,Male,68.0,80000000.0,25.0,Bronze,6.0,Electronics,120.0,Car,16.9,2025-02-04,459999,Denpasar,E-wallet,3.0
739,Yusuf Pratama,Male,67.0,187000000.0,66.0,Bronze,8.0,"Electronics, Beauty, Jewelry, Sports",85.0,Car,23.9,2025-03-03,525128,Yogyakarta,Cash,5.0
740,Tuti Hermawan,Female,59.0,185000000.0,40.0,Gold,8.0,"Sports, Books",45.0,Car,15.5,2025-01-31,606855,Jakarta,Cash,3.0
741,Pandu Nugraha,Male,52.0,,83.0,Bronze,7.0,Entertainment,,Car,12.2,2025-02-16,750708,Jakarta,Credit Card,3.0
742,Dewi Hermawan,Female,27.0,101000000.0,26.0,Bronze,1.0,"Entertainment, Electronics",115.0,Taxi/Ride-sharing,8.3,2025-02-06,385324,Bandung,Credit Card,4.0
743,Ani Setiawan,Female,15.0,111000000.0,36.0,Bronze,4.0,,82.0,Public Transport,21.0,2025-01-20,250240,Denpasar,E-wallet,3.0
744,Hadi Sari,Male,32.0,97000000.0,63.0,Gold,3.0,"Food, Electronics, Entertainment, Home, Sports, Books, Fashion",139.0,Taxi/Ride-sharing,7.6,2024-12-21,72480,Padang,Credit Card,5.0
745,Rizki Kusuma,Male,18.0,143000000.0,62.0,Silver,2.0,Entertainment,79.0,Motorcycle,6.7,2024-08-17,553856,Jakarta,Cash,4.0
746,Citra Pratama,Female,31.0,40000000.0,58.0,Silver,1.0,Electronics,94.0,Public Transport,21.1,2025-02-22,410190,Medan,Debit Card,4.0
747,Eko Saputra,Male,36.0,99000000.0,26.0,Bronze,8.0,"Groceries, Sports",112.0,Motorcycle,24.1,2024-12-25,96354,Makassar,Debit Card,
748,Pandu Utama,Male,45.0,104000000.0,15.0,Silver,9.0,"Entertainment, Food, Electronics, Jewelry, Books, Groceries, Sports",120.0,Motorcycle,21.3,2025-02-16,642094,Jakarta,E-wallet,4.0
749,Oki Purnama,Male,52.0,190000000.0,70.0,Bronze,1.0,Beauty,116.0,Motorcycle,69.9,2025-02-17,194813,Surabaya,Credit Card,
750,Citra Hermawan,Female,30.0,90000000.0,57.0,Bronze,3.0,"Fashion, Beauty, Food, Groceries",74.0,Car,14.0,2025-01-02,10000,Jakarta,Cash,3.0
751,Juwita Setiawan,Female,40.0,185000000.0,52.0,Bronze,4.0,"Electronics, Sports",115.0,Public Transport,8.7,2024-12-04,406493,Semarang,Debit Card,5.0
752,Joko Setiawan,Male,70.0,117000000.0,89.0,Silver,3.0,"Books, Beauty, Groceries, Home",101.0,Taxi/Ride-sharing,12.4,2024-07-18,590747,Balikpapan,Cash,5.0
753,Fitri Hartono,Female,68.0,47000000.0,39.0,Silver,0.0,"Beauty, Groceries, Home, Jewelry, Food, Books, Entertainment",133.0,Public Transport,8.6,2024-12-06,309559,Balikpapan,Cash,1.0
754,Ratna Gunawan,Female,22.0,184000000.0,84.0,Gold,6.0,,71.0,Motorcycle,54.6,2025-02-21,10000,Semarang,E-wallet,3.0
755,Ratna Purnama,Female,23.0,139000000.0,83.0,Gold,9.0,"Fashion, Entertainment",41.0,Walking,20.6,2025-02-16,403285,Jakarta,Credit Card,5.0
756,Gita Kusuma,Female,49.0,159000000.0,82.0,Bronze,3.0,Books,59.0,nan,7.0,2024-12-08,211900,Semarang,Debit Card,4.0
757,Lestari Santoso,Female,36.0,190000000.0,52.0,Bronze,7.0,"Groceries, Home, Fashion, Beauty",118.0,Motorcycle,29.6,2025-01-18,684170,Balikpapan,Debit Card,5.0
758,Joko Gunawan,Male,69.0,77000000.0,79.0,Bronze,1.0,,64.0,Taxi/Ride-sharing,25.5,2025-02-10,704975,Medan,Credit Card,4.0
759,Firman Hidayat,Male,27.0,50000000.0,52.0,Gold,6.0,"Jewelry, Fashion, Sports",75.0,Car,7.1,2025-01-24,592250,Surabaya,Cash,5.0
760,Iwan Wibowo,Male,45.0,194000000.0,24.0,Bronze,2.0,"Entertainment, Sports, Books, Groceries",75.0,Car,2.7,2024-10-07,986055,Malang,Credit Card,5.0
761,Wulan Santoso,Female,42.0,403000000.0,39.0,Gold,9.0,,147.0,Car,25.8,2024-12-09,484194,Denpasar,Cash,4.0
762,Citra Wibowo,Female,26.0,47000000.0,47.0,Bronze,8.0,"Home, Food",34.0,Public Transport,23.4,2025-01-27,504009,Balikpapan,nan,5.0
763,Surya Suryanto,Male,21.0,284000000.0,42.0,Bronze,2.0,"Entertainment, Food, Books, Home",94.0,Car,14.1,2024-07-10,636392,Malang,Debit Card,5.0
764,Tuti Utama,Female,45.0,65000000.0,38.0,Bronze,8.0,"Beauty, Sports, Electronics, Fashion, Entertainment, Groceries, Jewelry",125.0,Car,15.8,2024-11-28,10000,Jakarta,Debit Card,4.0
765,Rizki Utama,Male,56.0,50000000.0,16.0,Bronze,10.0,"Beauty, Electronics",63.0,Car,17.9,2025-03-03,292093,Denpasar,Cash,5.0
766,Zaenal Setiawan,Male,51.0,171000000.0,67.0,Gold,10.0,"Entertainment, Books, Groceries, Fashion, Home",69.0,Car,3.0,2025-02-24,990341,Bandung,Cash,5.0
767,Muhammad Santoso,Male,36.0,80000000.0,64.0,Bronze,1.0,"Beauty, Sports, Home, Entertainment, Fashion",,Motorcycle,17.3,2025-01-14,38705,Jakarta,E-wallet,3.0
768,Oktavia Hartono,Female,,68000000.0,18.0,Bronze,7.0,,106.0,Car,20.5,2025-02-06,776879,Medan,BNPL,4.0
769,Putri Suryanto,Female,35.0,176000000.0,56.0,Bronze,8.0,"Entertainment, Books, Electronics",108.0,Motorcycle,8.2,2024-11-23,2556124,Surabaya,Cash,4.0
770,Lutfi Hidayat,Male,37.0,37000000.0,26.0,Bronze,9.0,,178.0,Car,14.4,2024-10-19,414729,Jakarta,BNPL,4.0
771,Yusuf Susanto,Male,44.0,138000000.0,47.0,Bronze,3.0,"Food, Sports",138.0,Car,4.7,2025-02-15,829495,Solo,Credit Card,4.0
772,Nugroho Purnama,Male,78.0,148000000.0,57.0,Bronze,9.0,Food,86.0,Public Transport,20.3,2024-12-07,739513,Jakarta,Credit Card,5.0
773,Dedi Nugraha,Male,68.0,156000000.0,61.0,Gold,4.0,"Jewelry, Entertainment",112.0,nan,26.8,2025-01-17,554159,Padang,Cash,2.0
774,Oktavia Suryanto,Female,67.0,189000000.0,30.0,Bronze,2.0,"Books, Sports, Entertainment, Jewelry",64.0,Motorcycle,16.1,2025-02-02,310010,Jakarta,E-wallet,5.0
775,Bintang Susanto,Female,41.0,112000000.0,51.0,Bronze,6.0,"Home, Entertainment, Beauty",62.0,Car,65.9,2024-12-01,577375,Jakarta,Debit Card,5.0
776,Nugroho Nugraha,Male,62.0,167000000.0,43.0,Bronze,5.0,Entertainment,76.0,Taxi/Ride-sharing,20.5,2025-01-13,465908,Surabaya,E-wallet,4.0
777,Dedi Hartono,Male,50.0,140000000.0,90.0,Bronze,7.0,"Books, Food, Electronics, Entertainment",31.0,Motorcycle,22.4,2025-01-02,626978,Makassar,Credit Card,4.0
778,Wulan Sari,Female,66.0,80000000.0,54.0,Bronze,9.0,"Electronics, Jewelry, Fashion, Beauty",119.0,Public Transport,,2025-02-28,10000,Jakarta,Debit Card,5.0
779,Ratna Hermawan,Female,31.0,81000000.0,54.0,Bronze,9.0,"Beauty, Food",75.0,Motorcycle,16.4,2025-01-10,458663,Solo,Cash,5.0
780,Rizki Utama,Male,50.0,143000000.0,30.0,Bronze,2.0,Entertainment,92.0,Car,24.9,2025-02-10,789945,Makassar,Cash,
781,Wahyu Susanto,Male,57.0,98000000.0,39.0,Silver,10.0,"Entertainment, Jewelry, Home, Food, Groceries",49.0,Public Transport,57.0,2025-01-22,10000,Yogyakarta,Cash,5.0
782,Rizki Utama,Male,66.0,127000000.0,17.0,Bronze,9.0,"Home, Food, Entertainment, Books, Beauty, Electronics, Sports, Groceries",140.0,Public Transport,7.0,2025-02-16,3802165,Jakarta,E-wallet,4.0
783,Gita Setiawan,Female,21.0,154000000.0,30.0,Silver,0.0,"Food, Groceries",110.0,Motorcycle,21.0,2025-01-05,360062,Surabaya,Debit Card,5.0
784,Wulan Ramadhan,Female,36.0,48000000.0,47.0,Gold,8.0,"Beauty, Food",101.0,Car,17.3,2025-02-22,811463,Padang,Cash,4.0
785,Ratna Santoso,Female,20.0,199000000.0,73.0,Bronze,4.0,Groceries,76.0,Public Transport,32.9,2025-02-24,743601,Jakarta,Credit Card,5.0
786,Agus Suryanto,Male,49.0,162000000.0,25.0,Bronze,6.0,"Electronics, Home, Jewelry, Fashion, Groceries, Sports",100.0,Car,1.7,2025-02-19,782069,Jakarta,E-wallet,4.0
787,Eko Setiawan,Male,37.0,114000000.0,42.0,Bronze,5.0,Entertainment,76.0,Public Transport,11.4,2024-11-21,684685,Surabaya,Credit Card,4.0
788,Citra Purnama,Female,50.0,69000000.0,,Bronze,6.0,Books,73.0,Motorcycle,22.6,2025-03-01,968462,Padang,BNPL,5.0
789,Fitri Susanto,Female,61.0,116000000.0,59.0,Silver,5.0,"Sports, Jewelry, Food",65.0,Motorcycle,23.8,2024-12-15,790708,Surabaya,BNPL,4.0
790,Joko Suryanto,Male,52.0,109000000.0,44.0,Silver,1.0,,56.0,Car,15.4,2025-02-28,764876,Surabaya,Debit Card,4.0
791,Oktavia Purnama,Female,55.0,,56.0,Bronze,4.0,Jewelry,106.0,Motorcycle,12.5,2025-01-09,287140,Semarang,Debit Card,5.0
792,Ratna Sari,Female,,119000000.0,43.0,Bronze,4.0,Sports,111.0,Car,87.4,2024-12-04,926562,Padang,Debit Card,4.0
793,Hadi Kusuma,Male,40.0,160000000.0,40.0,Bronze,5.0,"Groceries, Food",43.0,Motorcycle,25.0,2025-02-16,529066,Jakarta,Credit Card,1.0
794,Lestari Nugraha,Female,65.0,61000000.0,56.0,Bronze,4.0,,105.0,Car,29.4,2025-02-18,223976,Jakarta,Credit Card,
795,Oki Pratama,Male,18.0,,44.0,Silver,3.0,Electronics,97.0,Walking,16.8,2025-02-11,641298,Jakarta,Cash,4.0
796,Muhammad Sari,Male,69.0,177000000.0,53.0,Bronze,1.0,,41.0,nan,16.5,2024-12-21,969981,Jakarta,BNPL,3.0
797,Agus Setiawan,Male,43.0,114000000.0,83.0,Bronze,5.0,"Jewelry, Sports, Food, Groceries",82.0,Public Transport,20.1,2025-02-14,1260655,Jakarta,Debit Card,
798,Dedi Setiawan,Male,21.0,66000000.0,12.0,Silver,9.0,"Jewelry, Groceries, Entertainment, Sports",83.0,nan,22.5,2025-01-21,631177,Jakarta,Cash,4.0
799,Eko Putra,Male,68.0,82000000.0,32.0,Bronze,5.0,"Food, Jewelry, Groceries, Home, Books, Entertainment, Fashion, Sports",134.0,Car,13.1,2025-02-23,308280,Bandung,Debit Card,5.0
800,Oki Nugraha,Male,22.0,,34.0,Bronze,8.0,"Home, Jewelry, Beauty, Food, Groceries, Sports, Fashion, Books, Electronics, Entertainment",124.0,nan,13.8,2025-01-25,1161146,Jakarta,Credit Card,5.0
801,Kurniawan Sari,Male,59.0,91000000.0,62.0,Bronze,0.0,"Groceries, Fashion",33.0,Car,21.8,2025-01-04,10000,Surabaya,E-wallet,4.0
802,Erni Setiawan,Female,62.0,53000000.0,93.0,Bronze,8.0,"Entertainment, Electronics, Jewelry, Food, Sports",101.0,Motorcycle,12.0,2025-02-27,283499,Padang,Credit Card,4.0
803,Dedi Utama,Male,66.0,50000000.0,16.0,Silver,3.0,Jewelry,139.0,Car,15.4,2024-11-22,152045,Jakarta,Debit Card,5.0
804,Firman Kusuma,Male,53.0,102000000.0,59.0,Gold,3.0,"Food, Entertainment, Fashion, Jewelry",92.0,Walking,16.9,2024-09-18,347795,Jakarta,Cash,4.0
805,Juwita Hermawan,Female,34.0,580000000.0,50.0,Bronze,6.0,"Groceries, Fashion, Sports, Home, Electronics, Books, Beauty, Entertainment, Food",123.0,Motorcycle,23.6,2025-02-19,2667578,Jakarta,Debit Card,5.0
806,Erni Sari,Female,41.0,84000000.0,47.0,Gold,2.0,"Fashion, Food, Jewelry, Groceries, Beauty",115.0,Motorcycle,9.9,2024-12-08,52656,Bandung,Credit Card,5.0
807,Citra Nugraha,Female,45.0,60000000.0,86.0,Bronze,3.0,"Fashion, Entertainment",130.0,nan,22.9,2025-02-09,440188,Makassar,Cash,4.0
808,Wahyu Hermawan,Male,63.0,52000000.0,43.0,Silver,1.0,"Sports, Electronics, Entertainment, Fashion",76.0,Motorcycle,22.8,2024-12-26,26131,Palembang,Debit Card,4.0
809,Kartika Santoso,Female,,137000000.0,44.0,Gold,3.0,"Sports, Groceries, Entertainment",108.0,Motorcycle,,2025-02-10,763677,Bandung,Debit Card,3.0
810,Taufik Hartono,Male,66.0,144000000.0,44.0,Bronze,4.0,Groceries,139.0,Car,17.7,2024-11-05,533011,Denpasar,nan,
811,Pandu Purnama,Male,63.0,146000000.0,82.0,Silver,0.0,"Groceries, Fashion, Books, Electronics",18.0,Taxi/Ride-sharing,94.7,2025-02-06,86908,Yogyakarta,Debit Card,1.0
812,Nugroho Wijaya,Male,50.0,707000000.0,52.0,Bronze,10.0,,84.0,Walking,14.3,2024-11-10,127221,Jakarta,Debit Card,5.0
813,Nugroho Nugraha,Male,70.0,55000000.0,49.0,Bronze,3.0,,109.0,Walking,23.0,2024-12-06,604729,Jakarta,BNPL,5.0
814,Fitri Hakim,Female,50.0,132000000.0,58.0,Silver,0.0,"Electronics, Books, Groceries, Beauty",25.0,Car,8.8,2025-02-18,447144,Semarang,E-wallet,3.0
815,Kartika Ramadhan,Female,22.0,156000000.0,46.0,Gold,,"Home, Electronics, Fashion",57.0,Car,10.1,2025-02-21,152819,Solo,Debit Card,5.0
816,Iwan Saputra,Male,68.0,150000000.0,87.0,Gold,6.0,Jewelry,185.0,Motorcycle,3.5,2024-12-03,3555860,Jakarta,Debit Card,4.0
817,Firman Santoso,Male,30.0,170000000.0,22.0,Silver,7.0,"Food, Entertainment, Home, Fashion",56.0,Car,20.6,2025-02-02,785087,Jakarta,BNPL,5.0
818,Dedi Nugraha,Male,30.0,11000000.0,56.0,Bronze,10.0,Books,38.0,Car,13.9,2024-09-05,1059322,Balikpapan,Debit Card,5.0
819,Dewi Purnama,Female,65.0,59000000.0,26.0,Bronze,7.0,"Home, Electronics, Food, Fashion, Beauty",58.0,Motorcycle,21.1,2024-09-13,226420,Jakarta,Debit Card,4.0
820,Wahyu Purnama,Male,51.0,108000000.0,14.0,Platinum,10.0,"Fashion, Sports, Electronics, Food",74.0,Public Transport,20.9,2024-12-23,1558755,Semarang,Cash,3.0
821,Agus Setiawan,Male,42.0,127000000.0,39.0,Bronze,25.0,"Sports, Home, Food",23.0,Taxi/Ride-sharing,26.6,2025-01-21,106576,Jakarta,Debit Card,5.0
822,Wulan Santoso,Female,65.0,43000000.0,41.0,Silver,1.0,Groceries,60.0,Car,13.7,2025-02-18,119006,Jakarta,Credit Card,5.0
823,Wulan Hermawan,Female,21.0,45000000.0,19.0,Bronze,5.0,"Groceries, Beauty, Home, Sports, Entertainment",91.0,Car,9.8,2024-10-26,1078792,Surabaya,Cash,4.0
824,Firman Wibowo,Male,48.0,75000000.0,76.0,Silver,4.0,,150.0,Car,15.6,2025-02-26,506433,Semarang,E-wallet,3.0
